# Renewables.ninja Wind power (Point API) - 55.788, 12.538 - Version: 1.4 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Paris, electricity in kW,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Paris"""," ""electricity"": ""kW""}"," ""params"": {""local_time"": ""true"""," ""header"": ""true"""," ""lat"": ""55.78759154008641"""," ""lon"": ""12.537795731694663"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""500000"""," ""height"": ""80"""," ""turbine"": ""Vestas V90 2000"""," ""raw"": ""false""}}"
time,local_time,electricity,MW,,,,,,,,,,
23/07/2019 09.00,23/07/2019 11.00,323152.017,,,,,,,,,,,
23/07/2019 10.00,23/07/2019 12.00,337040.742,,,,,,,,,,,
23/07/2019 11.00,23/07/2019 13.00,338911.238,,,,,,,,,,,
23/07/2019 12.00,23/07/2019 14.00,332893.628,,,,,,,,,,,
23/07/2019 13.00,23/07/2019 15.00,319323.562,,,,,,,,,,,
23/07/2019 14.00,23/07/2019 16.00,299323.379,,,,,,,,,,,
23/07/2019 15.00,23/07/2019 17.00,269573.148,,,,,,,,,,,
23/07/2019 16.00,23/07/2019 18.00,232053.628,,,,,,,,,,,
23/07/2019 17.00,23/07/2019 19.00,186776.021,,,,,,,,,,,
23/07/2019 18.00,23/07/2019 20.00,128962.116,,,,,,,,,,,
23/07/2019 19.00,23/07/2019 21.00,103391.735,,,,,,,,,,,
23/07/2019 20.00,23/07/2019 22.00,80432.2,,,,,,,,,,,
23/07/2019 21.00,23/07/2019 23.00,65402.938,,,,,,,,,,,
23/07/2019 22.00,24/07/2019 00.00,53144.777,,,,,,,,,,,
23/07/2019 23.00,24/07/2019 01.00,41519.627,,,,,,,,,,,
24/07/2019 00.00,24/07/2019 02.00,30903.593,,,,,,,,,,,
24/07/2019 01.00,24/07/2019 03.00,22532.219,,,,,,,,,,,
24/07/2019 02.00,24/07/2019 04.00,15265.092,,,,,,,,,,,
24/07/2019 03.00,24/07/2019 05.00,10581.806,,,,,,,,,,,
24/07/2019 04.00,24/07/2019 06.00,6957.202,,,,,,,,,,,
24/07/2019 05.00,24/07/2019 07.00,3823.818,,,,,,,,,,,
24/07/2019 06.00,24/07/2019 08.00,2602.624,,,,,,,,,,,
24/07/2019 07.00,24/07/2019 09.00,2064.637,,,,,,,,,,,
24/07/2019 08.00,24/07/2019 10.00,2007.916,,,,,,,,,,,
24/07/2019 09.00,24/07/2019 11.00,2286.233,,,,,,,,,,,
24/07/2019 10.00,24/07/2019 12.00,3038.94,,,,,,,,,,,
24/07/2019 11.00,24/07/2019 13.00,3658.644,,,,,,,,,,,
24/07/2019 12.00,24/07/2019 14.00,4348.354,,,,,,,,,,,
24/07/2019 13.00,24/07/2019 15.00,5513.201,,,,,,,,,,,
24/07/2019 14.00,24/07/2019 16.00,6804.593,,,,,,,,,,,
24/07/2019 15.00,24/07/2019 17.00,8351.58,,,,,,,,,,,
24/07/2019 16.00,24/07/2019 18.00,13666.977,,,,,,,,,,,
24/07/2019 17.00,24/07/2019 19.00,30890.325,,,,,,,,,,,
24/07/2019 18.00,24/07/2019 20.00,64330.311,,,,,,,,,,,
24/07/2019 19.00,24/07/2019 21.00,110058.643,,,,,,,,,,,
24/07/2019 20.00,24/07/2019 22.00,154730.454,,,,,,,,,,,
24/07/2019 21.00,24/07/2019 23.00,187468.263,,,,,,,,,,,
24/07/2019 22.00,25/07/2019 00.00,206530.814,,,,,,,,,,,
24/07/2019 23.00,25/07/2019 01.00,206541.806,,,,,,,,,,,
25/07/2019 00.00,25/07/2019 02.00,204998.411,,,,,,,,,,,
25/07/2019 01.00,25/07/2019 03.00,201211.799,,,,,,,,,,,
25/07/2019 02.00,25/07/2019 04.00,196957.301,,,,,,,,,,,
25/07/2019 03.00,25/07/2019 05.00,188377.443,,,,,,,,,,,
25/07/2019 04.00,25/07/2019 06.00,144452.192,,,,,,,,,,,
25/07/2019 05.00,25/07/2019 07.00,117405.341,,,,,,,,,,,
25/07/2019 06.00,25/07/2019 08.00,125857.611,,,,,,,,,,,
25/07/2019 07.00,25/07/2019 09.00,122643.775,,,,,,,,,,,
25/07/2019 08.00,25/07/2019 10.00,112617.85,,,,,,,,,,,
25/07/2019 09.00,25/07/2019 11.00,98247.664,,,,,,,,,,,
25/07/2019 10.00,25/07/2019 12.00,86036.518,,,,,,,,,,,
25/07/2019 11.00,25/07/2019 13.00,77364.469,,,,,,,,,,,
25/07/2019 12.00,25/07/2019 14.00,71989.798,,,,,,,,,,,
25/07/2019 13.00,25/07/2019 15.00,68739.092,,,,,,,,,,,
25/07/2019 14.00,25/07/2019 16.00,69189.54,,,,,,,,,,,
25/07/2019 15.00,25/07/2019 17.00,73415.702,,,,,,,,,,,
25/07/2019 16.00,25/07/2019 18.00,74647.307,,,,,,,,,,,
25/07/2019 17.00,25/07/2019 19.00,68254.537,,,,,,,,,,,
25/07/2019 18.00,25/07/2019 20.00,55880.776,,,,,,,,,,,
25/07/2019 19.00,25/07/2019 21.00,53359.569,,,,,,,,,,,
25/07/2019 20.00,25/07/2019 22.00,51387.305,,,,,,,,,,,
25/07/2019 21.00,25/07/2019 23.00,43842.568,,,,,,,,,,,
25/07/2019 22.00,26/07/2019 00.00,28674.979,,,,,,,,,,,
25/07/2019 23.00,26/07/2019 01.00,12436.091,,,,,,,,,,,
26/07/2019 00.00,26/07/2019 02.00,6163.146,,,,,,,,,,,
26/07/2019 01.00,26/07/2019 03.00,15134.514,,,,,,,,,,,
26/07/2019 02.00,26/07/2019 04.00,36836.634,,,,,,,,,,,
26/07/2019 03.00,26/07/2019 05.00,62123.707,,,,,,,,,,,
26/07/2019 04.00,26/07/2019 06.00,72005.231,,,,,,,,,,,
26/07/2019 05.00,26/07/2019 07.00,49637.866,,,,,,,,,,,
26/07/2019 06.00,26/07/2019 08.00,39729.684,,,,,,,,,,,
26/07/2019 07.00,26/07/2019 09.00,66495.052,,,,,,,,,,,
26/07/2019 08.00,26/07/2019 10.00,91482.776,,,,,,,,,,,
26/07/2019 09.00,26/07/2019 11.00,124346.735,,,,,,,,,,,
26/07/2019 10.00,26/07/2019 12.00,160034.59,,,,,,,,,,,
26/07/2019 11.00,26/07/2019 13.00,196902.632,,,,,,,,,,,
26/07/2019 12.00,26/07/2019 14.00,220391.845,,,,,,,,,,,
26/07/2019 13.00,26/07/2019 15.00,231906.594,,,,,,,,,,,
26/07/2019 14.00,26/07/2019 16.00,250441.716,,,,,,,,,,,
26/07/2019 15.00,26/07/2019 17.00,267431.608,,,,,,,,,,,
26/07/2019 16.00,26/07/2019 18.00,278852.823,,,,,,,,,,,
26/07/2019 17.00,26/07/2019 19.00,280801.704,,,,,,,,,,,
26/07/2019 18.00,26/07/2019 20.00,255161.109,,,,,,,,,,,
26/07/2019 19.00,26/07/2019 21.00,236406.118,,,,,,,,,,,
26/07/2019 20.00,26/07/2019 22.00,215952.804,,,,,,,,,,,
26/07/2019 21.00,26/07/2019 23.00,211154.845,,,,,,,,,,,
26/07/2019 22.00,27/07/2019 00.00,216334.975,,,,,,,,,,,
26/07/2019 23.00,27/07/2019 01.00,233702.544,,,,,,,,,,,
27/07/2019 00.00,27/07/2019 02.00,261212.105,,,,,,,,,,,
27/07/2019 01.00,27/07/2019 03.00,281431.661,,,,,,,,,,,
27/07/2019 02.00,27/07/2019 04.00,290127.563,,,,,,,,,,,
27/07/2019 03.00,27/07/2019 05.00,285140.648,,,,,,,,,,,
27/07/2019 04.00,27/07/2019 06.00,252002.322,,,,,,,,,,,
27/07/2019 05.00,27/07/2019 07.00,296192.522,,,,,,,,,,,
27/07/2019 06.00,27/07/2019 08.00,335867.148,,,,,,,,,,,
27/07/2019 07.00,27/07/2019 09.00,369401.252,,,,,,,,,,,
27/07/2019 08.00,27/07/2019 10.00,393790.327,,,,,,,,,,,
27/07/2019 09.00,27/07/2019 11.00,403814.366,,,,,,,,,,,
27/07/2019 10.00,27/07/2019 12.00,417806.141,,,,,,,,,,,
27/07/2019 11.00,27/07/2019 13.00,438154.724,,,,,,,,,,,
27/07/2019 12.00,27/07/2019 14.00,450060.68,,,,,,,,,,,
27/07/2019 13.00,27/07/2019 15.00,456249.675,,,,,,,,,,,
27/07/2019 14.00,27/07/2019 16.00,459541.547,,,,,,,,,,,
27/07/2019 15.00,27/07/2019 17.00,456939.297,,,,,,,,,,,
27/07/2019 16.00,27/07/2019 18.00,443665.947,,,,,,,,,,,
27/07/2019 17.00,27/07/2019 19.00,413611.554,,,,,,,,,,,
27/07/2019 18.00,27/07/2019 20.00,350421.047,,,,,,,,,,,
27/07/2019 19.00,27/07/2019 21.00,305109.916,,,,,,,,,,,
27/07/2019 20.00,27/07/2019 22.00,290753.08,,,,,,,,,,,
27/07/2019 21.00,27/07/2019 23.00,306138.448,,,,,,,,,,,
27/07/2019 22.00,28/07/2019 00.00,316442.182,,,,,,,,,,,
27/07/2019 23.00,28/07/2019 01.00,326116.97,,,,,,,,,,,
28/07/2019 00.00,28/07/2019 02.00,334248.746,,,,,,,,,,,
28/07/2019 01.00,28/07/2019 03.00,336649.492,,,,,,,,,,,
28/07/2019 02.00,28/07/2019 04.00,341099.08,,,,,,,,,,,
28/07/2019 03.00,28/07/2019 05.00,331704.526,,,,,,,,,,,
28/07/2019 04.00,28/07/2019 06.00,304271.002,,,,,,,,,,,
28/07/2019 05.00,28/07/2019 07.00,339491.117,,,,,,,,,,,
28/07/2019 06.00,28/07/2019 08.00,371894.274,,,,,,,,,,,
28/07/2019 07.00,28/07/2019 09.00,399251.558,,,,,,,,,,,
28/07/2019 08.00,28/07/2019 10.00,419450.411,,,,,,,,,,,
28/07/2019 09.00,28/07/2019 11.00,430750.745,,,,,,,,,,,
28/07/2019 10.00,28/07/2019 12.00,432926.149,,,,,,,,,,,
28/07/2019 11.00,28/07/2019 13.00,431579.063,,,,,,,,,,,
28/07/2019 12.00,28/07/2019 14.00,429125.258,,,,,,,,,,,
28/07/2019 13.00,28/07/2019 15.00,423527.767,,,,,,,,,,,
28/07/2019 14.00,28/07/2019 16.00,415309.56,,,,,,,,,,,
28/07/2019 15.00,28/07/2019 17.00,404398.649,,,,,,,,,,,
28/07/2019 16.00,28/07/2019 18.00,388870.984,,,,,,,,,,,
28/07/2019 17.00,28/07/2019 19.00,363234.654,,,,,,,,,,,
28/07/2019 18.00,28/07/2019 20.00,313118.613,,,,,,,,,,,
28/07/2019 19.00,28/07/2019 21.00,317713.476,,,,,,,,,,,
28/07/2019 20.00,28/07/2019 22.00,321111.091,,,,,,,,,,,
28/07/2019 21.00,28/07/2019 23.00,293690.898,,,,,,,,,,,
28/07/2019 22.00,29/07/2019 00.00,245544.244,,,,,,,,,,,
28/07/2019 23.00,29/07/2019 01.00,229802.604,,,,,,,,,,,
29/07/2019 00.00,29/07/2019 02.00,229707.282,,,,,,,,,,,
29/07/2019 01.00,29/07/2019 03.00,229783.037,,,,,,,,,,,
29/07/2019 02.00,29/07/2019 04.00,228174.593,,,,,,,,,,,
29/07/2019 03.00,29/07/2019 05.00,218203.114,,,,,,,,,,,
29/07/2019 04.00,29/07/2019 06.00,155606.968,,,,,,,,,,,
29/07/2019 05.00,29/07/2019 07.00,95862.117,,,,,,,,,,,
29/07/2019 06.00,29/07/2019 08.00,96505.545,,,,,,,,,,,
29/07/2019 07.00,29/07/2019 09.00,98461.016,,,,,,,,,,,
29/07/2019 08.00,29/07/2019 10.00,106897.548,,,,,,,,,,,
29/07/2019 09.00,29/07/2019 11.00,95848.573,,,,,,,,,,,
29/07/2019 10.00,29/07/2019 12.00,81047.636,,,,,,,,,,,
29/07/2019 11.00,29/07/2019 13.00,77375.174,,,,,,,,,,,
29/07/2019 12.00,29/07/2019 14.00,76229.12,,,,,,,,,,,
29/07/2019 13.00,29/07/2019 15.00,64925.222,,,,,,,,,,,
29/07/2019 14.00,29/07/2019 16.00,38562.851,,,,,,,,,,,
29/07/2019 15.00,29/07/2019 17.00,20590.122,,,,,,,,,,,
29/07/2019 16.00,29/07/2019 18.00,14271.846,,,,,,,,,,,
29/07/2019 17.00,29/07/2019 19.00,16581.982,,,,,,,,,,,
29/07/2019 18.00,29/07/2019 20.00,23910.998,,,,,,,,,,,
29/07/2019 19.00,29/07/2019 21.00,35336.271,,,,,,,,,,,
29/07/2019 20.00,29/07/2019 22.00,47694.816,,,,,,,,,,,
29/07/2019 21.00,29/07/2019 23.00,52732.63,,,,,,,,,,,
29/07/2019 22.00,30/07/2019 00.00,50985.269,,,,,,,,,,,
29/07/2019 23.00,30/07/2019 01.00,46409.308,,,,,,,,,,,
30/07/2019 00.00,30/07/2019 02.00,38558.052,,,,,,,,,,,
30/07/2019 01.00,30/07/2019 03.00,30893.535,,,,,,,,,,,
30/07/2019 02.00,30/07/2019 04.00,27016.64,,,,,,,,,,,
30/07/2019 03.00,30/07/2019 05.00,30989.168,,,,,,,,,,,
30/07/2019 04.00,30/07/2019 06.00,36943.704,,,,,,,,,,,
30/07/2019 05.00,30/07/2019 07.00,35171.651,,,,,,,,,,,
30/07/2019 06.00,30/07/2019 08.00,38211.177,,,,,,,,,,,
30/07/2019 07.00,30/07/2019 09.00,34496.441,,,,,,,,,,,
30/07/2019 08.00,30/07/2019 10.00,27674.808,,,,,,,,,,,
30/07/2019 09.00,30/07/2019 11.00,22535.925,,,,,,,,,,,
30/07/2019 10.00,30/07/2019 12.00,22287.496,,,,,,,,,,,
30/07/2019 11.00,30/07/2019 13.00,27037.132,,,,,,,,,,,
30/07/2019 12.00,30/07/2019 14.00,38495.567,,,,,,,,,,,
30/07/2019 13.00,30/07/2019 15.00,62178.956,,,,,,,,,,,
30/07/2019 14.00,30/07/2019 16.00,118766.085,,,,,,,,,,,
30/07/2019 15.00,30/07/2019 17.00,209784.044,,,,,,,,,,,
30/07/2019 16.00,30/07/2019 18.00,301396.922,,,,,,,,,,,
30/07/2019 17.00,30/07/2019 19.00,348507.74,,,,,,,,,,,
30/07/2019 18.00,30/07/2019 20.00,360526.644,,,,,,,,,,,
30/07/2019 19.00,30/07/2019 21.00,346848.956,,,,,,,,,,,
30/07/2019 20.00,30/07/2019 22.00,340029.114,,,,,,,,,,,
30/07/2019 21.00,30/07/2019 23.00,342846.478,,,,,,,,,,,
30/07/2019 22.00,31/07/2019 00.00,348504.1,,,,,,,,,,,
30/07/2019 23.00,31/07/2019 01.00,348590.915,,,,,,,,,,,
31/07/2019 00.00,31/07/2019 02.00,343412.273,,,,,,,,,,,
31/07/2019 01.00,31/07/2019 03.00,323900.178,,,,,,,,,,,
31/07/2019 02.00,31/07/2019 04.00,319414.325,,,,,,,,,,,
31/07/2019 03.00,31/07/2019 05.00,313768.049,,,,,,,,,,,
31/07/2019 04.00,31/07/2019 06.00,320508.036,,,,,,,,,,,
31/07/2019 05.00,31/07/2019 07.00,322600.763,,,,,,,,,,,
31/07/2019 06.00,31/07/2019 08.00,320818.263,,,,,,,,,,,
31/07/2019 07.00,31/07/2019 09.00,311929.687,,,,,,,,,,,
31/07/2019 08.00,31/07/2019 10.00,298105.547,,,,,,,,,,,
31/07/2019 09.00,31/07/2019 11.00,291206.746,,,,,,,,,,,
31/07/2019 10.00,31/07/2019 12.00,280376.661,,,,,,,,,,,
31/07/2019 11.00,31/07/2019 13.00,261310.409,,,,,,,,,,,
31/07/2019 12.00,31/07/2019 14.00,243239.666,,,,,,,,,,,
31/07/2019 13.00,31/07/2019 15.00,229703.429,,,,,,,,,,,
31/07/2019 14.00,31/07/2019 16.00,217006.036,,,,,,,,,,,
31/07/2019 15.00,31/07/2019 17.00,205189.839,,,,,,,,,,,
31/07/2019 16.00,31/07/2019 18.00,200314.679,,,,,,,,,,,
31/07/2019 17.00,31/07/2019 19.00,200240.965,,,,,,,,,,,
31/07/2019 18.00,31/07/2019 20.00,203649.694,,,,,,,,,,,
31/07/2019 19.00,31/07/2019 21.00,211337.879,,,,,,,,,,,
31/07/2019 20.00,31/07/2019 22.00,197560.862,,,,,,,,,,,
31/07/2019 21.00,31/07/2019 23.00,181910.805,,,,,,,,,,,
31/07/2019 22.00,01/08/2019 00.00,178834.224,,,,,,,,,,,
31/07/2019 23.00,01/08/2019 01.00,182136.393,,,,,,,,,,,
01/08/2019 00.00,01/08/2019 02.00,180805.412,,,,,,,,,,,
01/08/2019 01.00,01/08/2019 03.00,181885.676,,,,,,,,,,,
01/08/2019 02.00,01/08/2019 04.00,182131.019,,,,,,,,,,,
01/08/2019 03.00,01/08/2019 05.00,171612.174,,,,,,,,,,,
01/08/2019 04.00,01/08/2019 06.00,157572.843,,,,,,,,,,,
01/08/2019 05.00,01/08/2019 07.00,144927.778,,,,,,,,,,,
01/08/2019 06.00,01/08/2019 08.00,138774.449,,,,,,,,,,,
01/08/2019 07.00,01/08/2019 09.00,126870.741,,,,,,,,,,,
01/08/2019 08.00,01/08/2019 10.00,111103.165,,,,,,,,,,,
01/08/2019 09.00,01/08/2019 11.00,92373.544,,,,,,,,,,,
01/08/2019 10.00,01/08/2019 12.00,71995.201,,,,,,,,,,,
01/08/2019 11.00,01/08/2019 13.00,50624.381,,,,,,,,,,,
01/08/2019 12.00,01/08/2019 14.00,32673.12,,,,,,,,,,,
01/08/2019 13.00,01/08/2019 15.00,20652.36,,,,,,,,,,,
01/08/2019 14.00,01/08/2019 16.00,11801.027,,,,,,,,,,,
01/08/2019 15.00,01/08/2019 17.00,6836.628,,,,,,,,,,,
01/08/2019 16.00,01/08/2019 18.00,7361.961,,,,,,,,,,,
01/08/2019 17.00,01/08/2019 19.00,8014.989,,,,,,,,,,,
01/08/2019 18.00,01/08/2019 20.00,10111.331,,,,,,,,,,,
01/08/2019 19.00,01/08/2019 21.00,12286.395,,,,,,,,,,,
01/08/2019 20.00,01/08/2019 22.00,11814.239,,,,,,,,,,,
01/08/2019 21.00,01/08/2019 23.00,11080.739,,,,,,,,,,,
01/08/2019 22.00,02/08/2019 00.00,12701.433,,,,,,,,,,,
01/08/2019 23.00,02/08/2019 01.00,19272.083,,,,,,,,,,,
02/08/2019 00.00,02/08/2019 02.00,24779.574,,,,,,,,,,,
02/08/2019 01.00,02/08/2019 03.00,29413.559,,,,,,,,,,,
02/08/2019 02.00,02/08/2019 04.00,34816.676,,,,,,,,,,,
02/08/2019 03.00,02/08/2019 05.00,39661.057,,,,,,,,,,,
02/08/2019 04.00,02/08/2019 06.00,42039.626,,,,,,,,,,,
02/08/2019 05.00,02/08/2019 07.00,38600.836,,,,,,,,,,,
02/08/2019 06.00,02/08/2019 08.00,38678.45,,,,,,,,,,,
02/08/2019 07.00,02/08/2019 09.00,36760.854,,,,,,,,,,,
02/08/2019 08.00,02/08/2019 10.00,36340.571,,,,,,,,,,,
02/08/2019 09.00,02/08/2019 11.00,33559.288,,,,,,,,,,,
02/08/2019 10.00,02/08/2019 12.00,28899.548,,,,,,,,,,,
02/08/2019 11.00,02/08/2019 13.00,26790.792,,,,,,,,,,,
02/08/2019 12.00,02/08/2019 14.00,28874.304,,,,,,,,,,,
02/08/2019 13.00,02/08/2019 15.00,33829.226,,,,,,,,,,,
02/08/2019 14.00,02/08/2019 16.00,39364.233,,,,,,,,,,,
02/08/2019 15.00,02/08/2019 17.00,48018.418,,,,,,,,,,,
02/08/2019 16.00,02/08/2019 18.00,58438.484,,,,,,,,,,,
02/08/2019 17.00,02/08/2019 19.00,68477.608,,,,,,,,,,,
02/08/2019 18.00,02/08/2019 20.00,87259.558,,,,,,,,,,,
02/08/2019 19.00,02/08/2019 21.00,100431.668,,,,,,,,,,,
02/08/2019 20.00,02/08/2019 22.00,95450.65,,,,,,,,,,,
02/08/2019 21.00,02/08/2019 23.00,83782.805,,,,,,,,,,,
02/08/2019 22.00,03/08/2019 00.00,74503.636,,,,,,,,,,,
02/08/2019 23.00,03/08/2019 01.00,70417.996,,,,,,,,,,,
03/08/2019 00.00,03/08/2019 02.00,70835.568,,,,,,,,,,,
03/08/2019 01.00,03/08/2019 03.00,75534.1,,,,,,,,,,,
03/08/2019 02.00,03/08/2019 04.00,80716.955,,,,,,,,,,,
03/08/2019 03.00,03/08/2019 05.00,86345.235,,,,,,,,,,,
03/08/2019 04.00,03/08/2019 06.00,83706.003,,,,,,,,,,,
03/08/2019 05.00,03/08/2019 07.00,65866.689,,,,,,,,,,,
03/08/2019 06.00,03/08/2019 08.00,57149.175,,,,,,,,,,,
03/08/2019 07.00,03/08/2019 09.00,45786.303,,,,,,,,,,,
03/08/2019 08.00,03/08/2019 10.00,42048.775,,,,,,,,,,,
03/08/2019 09.00,03/08/2019 11.00,47060.009,,,,,,,,,,,
03/08/2019 10.00,03/08/2019 12.00,56168.823,,,,,,,,,,,
03/08/2019 11.00,03/08/2019 13.00,65321.782,,,,,,,,,,,
03/08/2019 12.00,03/08/2019 14.00,71751.621,,,,,,,,,,,
03/08/2019 13.00,03/08/2019 15.00,76894.573,,,,,,,,,,,
03/08/2019 14.00,03/08/2019 16.00,79112.46,,,,,,,,,,,
03/08/2019 15.00,03/08/2019 17.00,80587.265,,,,,,,,,,,
03/08/2019 16.00,03/08/2019 18.00,79528.868,,,,,,,,,,,
03/08/2019 17.00,03/08/2019 19.00,74713.807,,,,,,,,,,,
03/08/2019 18.00,03/08/2019 20.00,70478.283,,,,,,,,,,,
03/08/2019 19.00,03/08/2019 21.00,57898.982,,,,,,,,,,,
03/08/2019 20.00,03/08/2019 22.00,36672.931,,,,,,,,,,,
03/08/2019 21.00,03/08/2019 23.00,18814.907,,,,,,,,,,,
03/08/2019 22.00,04/08/2019 00.00,7422.789,,,,,,,,,,,
03/08/2019 23.00,04/08/2019 01.00,2006.4,,,,,,,,,,,
04/08/2019 00.00,04/08/2019 02.00,2990.536,,,,,,,,,,,
04/08/2019 01.00,04/08/2019 03.00,4374.412,,,,,,,,,,,
04/08/2019 02.00,04/08/2019 04.00,8740.744,,,,,,,,,,,
04/08/2019 03.00,04/08/2019 05.00,15974.644,,,,,,,,,,,
04/08/2019 04.00,04/08/2019 06.00,25073.477,,,,,,,,,,,
04/08/2019 05.00,04/08/2019 07.00,35663.584,,,,,,,,,,,
04/08/2019 06.00,04/08/2019 08.00,51353.876,,,,,,,,,,,
04/08/2019 07.00,04/08/2019 09.00,67345.122,,,,,,,,,,,
04/08/2019 08.00,04/08/2019 10.00,80495.657,,,,,,,,,,,
04/08/2019 09.00,04/08/2019 11.00,95189.186,,,,,,,,,,,
04/08/2019 10.00,04/08/2019 12.00,109907.423,,,,,,,,,,,
04/08/2019 11.00,04/08/2019 13.00,121507.924,,,,,,,,,,,
04/08/2019 12.00,04/08/2019 14.00,125195.501,,,,,,,,,,,
04/08/2019 13.00,04/08/2019 15.00,121490.952,,,,,,,,,,,
04/08/2019 14.00,04/08/2019 16.00,116464.737,,,,,,,,,,,
04/08/2019 15.00,04/08/2019 17.00,110414.146,,,,,,,,,,,
04/08/2019 16.00,04/08/2019 18.00,100575.906,,,,,,,,,,,
04/08/2019 17.00,04/08/2019 19.00,91103.94,,,,,,,,,,,
04/08/2019 18.00,04/08/2019 20.00,89813.946,,,,,,,,,,,
04/08/2019 19.00,04/08/2019 21.00,95660.005,,,,,,,,,,,
04/08/2019 20.00,04/08/2019 22.00,99660.428,,,,,,,,,,,
04/08/2019 21.00,04/08/2019 23.00,103445.474,,,,,,,,,,,
04/08/2019 22.00,05/08/2019 00.00,108572.219,,,,,,,,,,,
04/08/2019 23.00,05/08/2019 01.00,111519.642,,,,,,,,,,,
05/08/2019 00.00,05/08/2019 02.00,103972.74,,,,,,,,,,,
05/08/2019 01.00,05/08/2019 03.00,87938.003,,,,,,,,,,,
05/08/2019 02.00,05/08/2019 04.00,72097.349,,,,,,,,,,,
05/08/2019 03.00,05/08/2019 05.00,66541.252,,,,,,,,,,,
05/08/2019 04.00,05/08/2019 06.00,71112.751,,,,,,,,,,,
05/08/2019 05.00,05/08/2019 07.00,73612.198,,,,,,,,,,,
05/08/2019 06.00,05/08/2019 08.00,72953.01,,,,,,,,,,,
05/08/2019 07.00,05/08/2019 09.00,62892.214,,,,,,,,,,,
05/08/2019 08.00,05/08/2019 10.00,54095.184,,,,,,,,,,,
05/08/2019 09.00,05/08/2019 11.00,48128.668,,,,,,,,,,,
05/08/2019 10.00,05/08/2019 12.00,39438.326,,,,,,,,,,,
05/08/2019 11.00,05/08/2019 13.00,31432.179,,,,,,,,,,,
05/08/2019 12.00,05/08/2019 14.00,29591.255,,,,,,,,,,,
05/08/2019 13.00,05/08/2019 15.00,28887.232,,,,,,,,,,,
05/08/2019 14.00,05/08/2019 16.00,25068.941,,,,,,,,,,,
05/08/2019 15.00,05/08/2019 17.00,22686.52,,,,,,,,,,,
05/08/2019 16.00,05/08/2019 18.00,23526.25,,,,,,,,,,,
05/08/2019 17.00,05/08/2019 19.00,26722.246,,,,,,,,,,,
05/08/2019 18.00,05/08/2019 20.00,34230.768,,,,,,,,,,,
05/08/2019 19.00,05/08/2019 21.00,50635.689,,,,,,,,,,,
05/08/2019 20.00,05/08/2019 22.00,68104.354,,,,,,,,,,,
05/08/2019 21.00,05/08/2019 23.00,80419.467,,,,,,,,,,,
05/08/2019 22.00,06/08/2019 00.00,90758.262,,,,,,,,,,,
05/08/2019 23.00,06/08/2019 01.00,102246.748,,,,,,,,,,,
06/08/2019 00.00,06/08/2019 02.00,108608.069,,,,,,,,,,,
06/08/2019 01.00,06/08/2019 03.00,113993.748,,,,,,,,,,,
06/08/2019 02.00,06/08/2019 04.00,124251.668,,,,,,,,,,,
06/08/2019 03.00,06/08/2019 05.00,145662.14,,,,,,,,,,,
06/08/2019 04.00,06/08/2019 06.00,170257.803,,,,,,,,,,,
06/08/2019 05.00,06/08/2019 07.00,178823.637,,,,,,,,,,,
06/08/2019 06.00,06/08/2019 08.00,235104.439,,,,,,,,,,,
06/08/2019 07.00,06/08/2019 09.00,302387.813,,,,,,,,,,,
06/08/2019 08.00,06/08/2019 10.00,355752.111,,,,,,,,,,,
06/08/2019 09.00,06/08/2019 11.00,385917.731,,,,,,,,,,,
06/08/2019 10.00,06/08/2019 12.00,394507.929,,,,,,,,,,,
06/08/2019 11.00,06/08/2019 13.00,388288.988,,,,,,,,,,,
06/08/2019 12.00,06/08/2019 14.00,377118.578,,,,,,,,,,,
06/08/2019 13.00,06/08/2019 15.00,362794.044,,,,,,,,,,,
06/08/2019 14.00,06/08/2019 16.00,335858.872,,,,,,,,,,,
06/08/2019 15.00,06/08/2019 17.00,294765.723,,,,,,,,,,,
06/08/2019 16.00,06/08/2019 18.00,239355.742,,,,,,,,,,,
06/08/2019 17.00,06/08/2019 19.00,158115.745,,,,,,,,,,,
06/08/2019 18.00,06/08/2019 20.00,108577.479,,,,,,,,,,,
06/08/2019 19.00,06/08/2019 21.00,96558.566,,,,,,,,,,,
06/08/2019 20.00,06/08/2019 22.00,112267.021,,,,,,,,,,,
06/08/2019 21.00,06/08/2019 23.00,137203.528,,,,,,,,,,,
06/08/2019 22.00,07/08/2019 00.00,166064.389,,,,,,,,,,,
06/08/2019 23.00,07/08/2019 01.00,188128.491,,,,,,,,,,,
07/08/2019 00.00,07/08/2019 02.00,195511.127,,,,,,,,,,,
07/08/2019 01.00,07/08/2019 03.00,190985.148,,,,,,,,,,,
07/08/2019 02.00,07/08/2019 04.00,168881.866,,,,,,,,,,,
07/08/2019 03.00,07/08/2019 05.00,134811.142,,,,,,,,,,,
07/08/2019 04.00,07/08/2019 06.00,98418.924,,,,,,,,,,,
07/08/2019 05.00,07/08/2019 07.00,77166.305,,,,,,,,,,,
